order_id,customer_id,outlet_id,platform_id,order_datetime,order_status,cancellation_reason,gross_order_value,platform_funded_discount,restaurant_funded_discount,net_order_value,commission_amount,other_deductions,customer_delivery_fee,refund_amount,restaurant_settlement,packaging_cost,promised_minutes,prep_minutes,delivery_minutes,rating,basket_type,is_combo_order
24212,16324,1,2,2020-02-18 19:10:33,completed,,600.0,0.0,0.0,600.0,168.0,4.2,81.0,0.0,427.8,15.0,40,21,23,,2 mains,0
24213,16325,1,1,2020-02-18 16:07:30,completed,,635.0,0.0,81.57,553.43,177.8,4.45,82.55,0.0,371.18,15.0,40,14,17,5,2 mains,0
24214,15700,1,1,2020-02-18 22:20:48,completed,,654.0,0.0,58.66,595.34,183.12,4.58,85.02,0.0,407.65,15.0,40,20,25,5,2 mains,0
24215,16326,1,1,2020-02-18 13:21:29,refunded_partial,,683.0,0.0,0.0,683.0,191.24,4.78,88.79,168.85,318.13,15.0,40,20,25,3,2 mains,0
24216,16327,1,1,2020-02-18 15:37:18,completed,,646.0,0.0,0.0,646.0,180.88,4.52,83.98,0.0,460.6,15.0,40,25,43,,2 mains,0
24217,16328,1,1,2020-02-18 20:14:23,completed,,283.0,0.0,36.96,246.04,79.24,1.98,36.79,0.0,164.82,15.0,40,14,15,5,1 main,0
24218,16329,1,2,2020-02-18 18:58:22,completed,,345.0,0.0,37.56,307.44,96.6,2.42,46.58,0.0,208.42,15.0,40,17,29,,1 main,0
24219,15960,1,2,2020-02-18 13:28:45,completed,,315.0,116.21,0.0,198.79,88.2,2.21,42.53,0.0,108.38,15.0,40,17,27,5,1 main,0
24220,15538,1,2,2020-02-18 21:24:21,completed,,363.0,0.0,0.0,363.0,101.64,2.54,49.01,0.0,258.82,15.0,40,19,20,,1 main,0
24221,16063,1,2,2020-02-18 20:15:13,completed,,285.0,0.0,0.0,285.0,79.8,2.0,38.48,0.0,203.2,15.0,40,30,11,5,1 main,0
24222,16330,1,2,2020-02-18 14:57:25,completed,,327.0,0.0,0.0,327.0,91.56,2.29,44.15,0.0,233.15,15.0,40,20,23,1,1 main,0
24223,16331,1,2,2020-02-18 16:44:27,completed,,327.0,80.38,0.0,246.62,91.56,2.29,44.15,0.0,152.77,15.0,40,12,30,,1 main,0
24224,16332,1,1,2020-02-18 09:15:12,completed,,283.0,0.0,26.43,256.57,79.24,1.98,36.79,0.0,175.35,15.0,40,26,14,5,1 main,0
24225,16333,1,1,2020-02-18 15:53:03,completed,,283.0,0.0,33.79,249.21,79.24,1.98,36.79,0.0,167.99,15.0,40,15,20,4,1 main,0
24226,16334,1,2,2020-02-18 21:09:45,completed,,298.0,66.17,0.0,231.83,83.44,2.09,40.23,0.0,146.3,15.0,40,20,22,4,1 main,0
24227,16335,1,2,2020-02-18 19:18:08,completed,,690.0,0.0,0.0,690.0,193.2,4.83,93.15,0.0,491.97,15.0,40,24,30,5,2 mains,0
24228,16336,1,2,2020-02-18 15:34:36,completed,,289.0,54.21,0.0,234.79,80.92,2.02,39.02,0.0,151.85,15.0,40,25,18,,1 main + add-on,0
24229,16337,1,2,2020-02-18 20:21:39,completed,,676.0,68.71,0.0,607.29,189.28,4.73,91.26,0.0,413.28,15.0,40,18,21,5,2 mains + beverage,0
24230,16338,1,2,2020-02-18 15:01:02,completed,,612.0,0.0,0.0,612.0,171.36,4.28,82.62,0.0,436.36,15.0,40,30,19,4,2 mains,0
24231,16339,1,1,2020-02-18 19:21:52,completed,,283.0,34.49,0.0,248.51,79.24,1.98,36.79,0.0,167.29,15.0,40,25,33,4,1 main,0
24232,16340,1,2,2020-02-18 09:16:29,cancelled,customer cancelled,345.0,55.42,0.0,289.58,96.6,2.42,46.58,0.0,190.57,0.0,40,20,19,,1 main,0
24233,16341,1,2,2020-02-18 22:18:05,completed,,372.0,0.0,0.0,372.0,104.16,2.6,50.22,0.0,265.24,15.0,40,20,19,5,1 main + beverage,0
24234,16342,1,1,2020-02-18 19:01:20,completed,,405.0,0.0,0.0,405.0,113.4,2.83,52.65,0.0,288.77,15.0,40,27,19,4,1 main + beverage,0
24235,15435,1,1,2020-02-18 12:28:20,completed,,323.0,0.0,0.0,323.0,90.44,2.26,41.99,0.0,230.3,15.0,40,26,22,,1 main,0
24236,16343,2,2,2020-02-18 13:57:32,completed,,326.0,0.0,51.59,274.41,91.28,2.28,44.01,0.0,180.84,15.0,40,22,11,4,1 main + beverage,0
24237,16344,2,2,2020-02-18 15:30:28,completed,,319.0,32.57,0.0,286.43,89.32,2.23,43.07,0.0,194.88,15.0,40,26,19,5,1 main + beverage,0
24238,16345,2,2,2020-02-18 18:54:10,completed,,390.0,0.0,0.0,390.0,109.2,2.73,52.65,0.0,278.07,15.0,40,23,21,4,1 main + beverage,0
24239,16346,2,2,2020-02-18 22:06:52,completed,,363.0,0.0,0.0,363.0,101.64,2.54,49.01,0.0,258.82,15.0,40,23,26,5,1 main,0
24240,16347,2,2,2020-02-18 22:57:37,completed,,288.0,34.44,0.0,253.56,80.64,2.02,38.88,0.0,170.9,15.0,40,20,24,4,1 main + beverage,0
24241,16348,2,1,2020-02-18 11:25:46,completed,,370.0,48.29,0.0,321.71,103.6,2.59,48.1,0.0,215.52,15.0,40,20,28,5,1 main + beverage,0
24242,16349,2,2,2020-02-18 19:04:24,completed,,319.0,18.21,0.0,300.79,89.32,2.23,43.07,0.0,209.24,15.0,40,19,25,5,1 main + beverage,0
24243,16350,2,2,2020-02-18 22:28:02,completed,,274.0,0.0,0.0,274.0,76.72,1.92,36.99,0.0,195.36,15.0,40,23,21,5,1 main,0
24244,16351,2,1,2020-02-18 13:04:28,completed,,283.0,0.0,0.0,283.0,79.24,1.98,36.79,0.0,201.78,15.0,40,22,16,4,1 main,0
24245,16352,2,2,2020-02-18 19:23:23,completed,,419.0,80.8,0.0,338.2,117.32,2.93,56.57,0.0,217.95,15.0,40,20,33,,1 main + beverage,0
24246,16353,2,1,2020-02-18 17:08:37,completed,,283.0,51.19,0.0,231.81,79.24,1.98,36.79,0.0,150.59,15.0,40,20,11,5,1 main,0
24247,15989,2,1,2020-02-18 14:41:00,completed,,283.0,86.95,0.0,196.05,79.24,1.98,36.79,0.0,114.83,15.0,40,29,25,5,1 main,0
24248,15172,2,2,2020-02-18 19:04:12,completed,,291.0,0.0,34.52,256.48,81.48,2.04,39.29,0.0,172.97,15.0,40,16,24,4,1 main,0
24249,16354,2,1,2020-02-18 21:12:02,completed,,509.4,86.04,0.0,423.36,142.63,3.57,66.22,0.0,277.16,15.0,40,18,21,,2 mains,1
24250,16355,2,2,2020-02-18 18:01:55,cancelled,rider unavailable,325.0,78.18,0.0,246.82,91.0,2.27,43.88,0.0,153.55,0.0,40,20,19,,1 main + add-on,0
24251,16356,2,2,2020-02-18 09:28:42,completed,,390.0,0.0,0.0,390.0,109.2,2.73,52.65,0.0,278.07,15.0,40,26,33,,1 main + beverage,0
24252,16357,2,1,2020-02-18 14:34:56,completed,,250.0,15.07,0.0,234.93,70.0,1.75,32.5,0.0,163.18,15.0,40,18,16,5,1 main + beverage,0
24253,16358,1,1,2020-02-19 19:12:30,completed,,289.8,0.0,32.9,256.9,81.14,2.03,37.67,0.0,173.73,15.0,40,25,35,,1 main + add-on,1
24254,16359,1,2,2020-02-19 22:24:12,completed,,327.0,72.45,0.0,254.55,91.56,2.29,44.15,0.0,160.7,15.0,40,21,15,,1 main,0
24255,15760,1,1,2020-02-19 20:24:53,completed,,316.0,0.0,0.0,316.0,88.48,2.21,41.08,0.0,225.31,15.0,40,34,23,2,1 main + beverage,0
24256,15701,1,2,2020-02-19 15:11:06,completed,,304.0,43.02,0.0,260.98,85.12,2.13,41.04,0.0,173.73,15.0,40,20,29,5,1 main,0
24257,16256,1,1,2020-02-19 11:18:21,completed,,360.0,64.89,0.0,295.11,100.8,2.52,46.8,0.0,191.79,15.0,40,21,28,5,1 main,0
24258,15533,1,1,2020-02-19 21:24:11,refunded_partial,,323.0,0.0,0.0,323.0,90.44,2.26,41.99,59.17,171.13,15.0,40,25,23,3,1 main,0
24259,16360,1,1,2020-02-19 12:31:34,completed,,405.0,0.0,65.92,339.08,113.4,2.83,52.65,0.0,222.84,15.0,40,26,28,5,1 main + beverage,0
24260,16361,1,1,2020-02-19 19:23:18,completed,,247.0,33.96,0.0,213.04,69.16,1.73,32.11,0.0,142.15,15.0,40,18,19,,1 main,0
24261,16362,1,2,2020-02-19 20:16:36,completed,,443.7,47.53,0.0,396.17,124.24,3.11,59.9,0.0,268.83,15.0,40,25,31,,2 mains,1
24262,16363,1,1,2020-02-19 21:10:42,completed,,340.0,0.0,0.0,340.0,95.2,2.38,44.2,0.0,242.42,15.0,40,14,19,5,1 main + beverage,0
24263,16065,1,1,2020-02-19 22:51:51,completed,,360.0,0.0,33.14,326.86,100.8,2.52,46.8,0.0,223.54,15.0,40,11,15,,1 main,0
24264,16364,1,2,2020-02-19 21:21:17,completed,,260.0,0.0,0.0,260.0,72.8,1.82,35.1,0.0,185.38,15.0,40,20,20,,1 main,0
24265,16309,1,2,2020-02-19 11:33:51,completed,,327.0,0.0,37.6,289.4,91.56,2.29,44.15,0.0,195.55,15.0,40,22,69,1,1 main,0
24266,15527,1,1,2020-02-19 14:35:29,completed,,302.0,0.0,0.0,302.0,84.56,2.11,39.26,0.0,215.33,15.0,40,12,25,,1 main + beverage,0
24267,15882,1,1,2020-02-19 14:46:18,completed,,411.0,94.6,0.0,316.4,115.08,2.88,53.43,0.0,198.44,15.0,40,25,39,2,1 main + add-on,0
24268,15399,1,1,2020-02-19 18:27:00,completed,,606.0,0.0,0.0,606.0,169.68,4.24,78.78,0.0,432.08,15.0,40,19,14,,2 mains,0
24269,16365,1,2,2020-02-19 11:21:46,completed,,482.0,0.0,0.0,482.0,134.96,3.37,65.07,0.0,343.67,15.0,40,11,30,4,2 mains,0
24270,16366,1,2,2020-02-19 14:01:58,completed,,364.0,85.44,0.0,278.56,101.92,2.55,49.14,0.0,174.09,15.0,40,18,22,5,1 main + beverage,0
24271,16367,1,1,2020-02-19 21:19:00,completed,,643.0,0.0,0.0,643.0,180.04,4.5,83.59,0.0,458.46,15.0,40,16,35,5,2 mains,0
24272,16368,1,1,2020-02-19 22:24:07,completed,,489.0,0.0,0.0,489.0,136.92,3.42,63.57,0.0,348.66,15.0,40,16,15,,2 mains,0
24273,16015,1,1,2020-02-19 11:00:37,completed,,333.0,0.0,0.0,333.0,93.24,2.33,43.29,0.0,237.43,15.0,40,31,14,4,1 main + beverage,1
24274,15139,1,1,2020-02-19 11:45:02,completed,,295.0,42.61,0.0,252.39,82.6,2.06,38.35,0.0,167.72,15.0,40,23,33,4,1 main,0
24275,16369,1,2,2020-02-19 14:37:31,completed,,264.0,0.0,0.0,264.0,73.92,1.85,35.64,0.0,188.23,15.0,40,18,11,5,1 main + beverage,0
24276,15176,1,1,2020-02-19 18:32:50,completed,,671.0,0.0,0.0,671.0,187.88,4.7,87.23,0.0,478.42,15.0,40,24,22,4,2 mains + beverage,0
24277,16206,1,1,2020-02-19 22:04:14,completed,,547.0,0.0,38.08,508.92,153.16,3.83,71.11,0.0,351.93,15.0,40,10,17,5,2 mains + beverage,0
24278,16370,1,2,2020-02-19 09:24:35,completed,,343.0,0.0,0.0,343.0,96.04,2.4,46.3,0.0,244.56,15.0,40,12,15,3,1 main + beverage,0
24279,16371,1,2,2020-02-19 18:46:33,completed,,493.0,0.0,0.0,493.0,138.04,3.45,66.56,0.0,351.51,15.0,40,19,19,5,2 mains,0
24280,16372,1,1,2020-02-19 22:20:41,cancelled,customer cancelled,271.0,0.0,0.0,271.0,75.88,1.9,35.23,0.0,193.22,0.0,40,19,31,,1 main,0
24281,16373,1,2,2020-02-19 14:41:27,completed,,302.0,34.18,0.0,267.82,84.56,2.11,40.77,0.0,181.14,15.0,40,19,30,,1 main + beverage,0
24282,16374,1,1,2020-02-19 19:16:22,completed,,618.0,104.7,0.0,513.3,173.04,4.33,80.34,0.0,335.94,15.0,40,21,19,4,2 mains,0
24283,16375,1,1,2020-02-19 16:42:17,completed,,494.0,133.38,0.0,360.62,138.32,3.46,64.22,0.0,218.84,15.0,40,21,31,5,2 mains,0
24284,15942,2,1,2020-02-19 12:13:26,completed,,342.0,0.0,24.44,317.56,95.76,2.39,44.46,0.0,219.4,15.0,40,22,24,5,1 main,0
24285,16376,2,1,2020-02-19 22:02:38,completed,,572.0,88.17,0.0,483.83,160.16,4.0,74.36,0.0,319.66,15.0,40,21,19,4,2 mains,0
24286,16117,2,1,2020-02-19 20:29:16,completed,,357.0,0.0,43.26,313.74,99.96,2.5,46.41,0.0,211.28,15.0,40,28,38,4,1 main + beverage,0
24287,16357,2,1,2020-02-19 22:28:25,completed,,618.0,0.0,0.0,618.0,173.04,4.33,80.34,0.0,440.63,15.0,40,27,18,5,2 mains,0
24288,16377,2,2,2020-02-19 14:33:17,completed,,587.0,153.8,0.0,433.2,164.36,4.11,79.25,0.0,264.73,15.0,40,13,24,5,2 mains + beverage,0
24289,16378,2,2,2020-02-19 19:14:39,refunded_partial,,285.0,0.0,0.0,285.0,79.8,2.0,38.48,60.58,142.62,15.0,40,21,22,3,1 main,0
24290,15717,2,1,2020-02-19 12:58:48,completed,,702.0,0.0,0.0,702.0,196.56,4.91,91.26,0.0,500.53,15.0,40,21,24,4,2 mains,0
24291,16379,2,2,2020-02-19 07:10:55,completed,,363.0,0.0,42.76,320.24,101.64,2.54,49.01,0.0,216.06,15.0,40,18,23,5,1 main,0
24292,16380,2,2,2020-02-19 21:02:45,completed,,408.0,0.0,0.0,408.0,114.24,2.86,55.08,0.0,290.9,15.0,40,21,23,,1 main + beverage,0
24293,16381,2,1,2020-02-19 21:03:58,completed,,283.0,73.95,0.0,209.05,79.24,1.98,36.79,0.0,127.82,15.0,40,24,20,5,1 main,0
24294,15692,2,1,2020-02-19 14:07:54,completed,,755.0,137.25,0.0,617.75,211.4,5.29,98.15,0.0,401.07,15.0,40,25,20,5,2 mains + beverage,0
24295,16382,2,1,2020-02-19 22:06:12,completed,,323.0,73.25,0.0,249.75,90.44,2.26,41.99,0.0,157.05,15.0,40,12,19,,1 main,0
24296,15087,2,1,2020-02-19 09:01:02,completed,,323.0,76.24,0.0,246.76,90.44,2.26,41.99,0.0,154.05,15.0,40,25,30,4,1 main,0
24297,16383,2,1,2020-02-19 21:02:43,completed,,360.0,85.15,0.0,274.85,100.8,2.52,46.8,0.0,171.53,15.0,40,13,30,5,1 main,0
24298,16384,2,2,2020-02-19 16:56:24,completed,,572.0,0.0,0.0,572.0,160.16,4.0,77.22,0.0,407.84,15.0,40,21,29,5,2 mains,0
24299,16385,2,2,2020-02-19 21:04:03,completed,,391.0,51.43,0.0,339.57,109.48,2.74,52.79,0.0,227.35,15.0,40,18,22,3,1 main + beverage,0
24300,15720,2,2,2020-02-19 12:16:51,completed,,304.0,0.0,46.0,258.0,85.12,2.13,41.04,0.0,170.75,15.0,40,14,15,,1 main,0
24301,16386,2,2,2020-02-19 20:00:58,completed,,595.0,70.95,0.0,524.05,166.6,4.17,80.33,0.0,353.29,15.0,40,16,12,5,2 mains,0
24302,16387,2,2,2020-02-19 16:41:04,completed,,401.0,0.0,0.0,401.0,112.28,2.81,54.14,0.0,285.91,15.0,40,21,21,5,1 main + beverage,0
24303,15447,2,2,2020-02-19 20:05:11,completed,,363.0,0.0,0.0,363.0,101.64,2.54,49.01,0.0,258.82,15.0,40,13,21,,1 main,0
24304,16388,2,1,2020-02-19 15:13:15,completed,,323.0,61.76,0.0,261.24,90.44,2.26,41.99,0.0,168.54,15.0,40,23,27,5,1 main,0
24305,15310,1,2,2020-02-20 08:38:04,completed,,315.0,0.0,34.31,280.69,88.2,2.21,42.53,0.0,190.28,15.0,40,25,29,5,1 main,0
24306,16389,1,1,2020-02-20 22:09:07,completed,,648.0,0.0,0.0,648.0,181.44,4.54,84.24,0.0,462.02,15.0,40,19,28,,2 mains + beverage,1
24307,16390,1,2,2020-02-20 19:09:17,completed,,260.0,0.0,29.41,230.59,72.8,1.82,35.1,0.0,155.97,15.0,40,18,22,5,1 main,0
24308,16269,1,1,2020-02-20 21:09:55,completed,,312.0,0.0,0.0,312.0,87.36,2.18,40.56,0.0,222.46,15.0,40,26,29,5,1 main,0
24309,16391,1,2,2020-02-20 22:39:17,completed,,363.0,74.12,0.0,288.88,101.64,2.54,49.01,0.0,184.7,15.0,40,29,36,5,1 main,0
24310,16392,1,1,2020-02-20 22:43:25,completed,,582.0,0.0,0.0,582.0,162.96,4.07,75.66,0.0,414.97,15.0,40,23,23,5,2 mains + beverage,0
24311,16393,1,1,2020-02-20 19:27:22,completed,,635.0,93.88,0.0,541.12,177.8,4.45,82.55,0.0,358.87,15.0,40,27,14,5,2 mains,0
24312,16394,1,1,2020-02-20 21:18:22,completed,,333.0,38.34,0.0,294.66,93.24,2.33,43.29,0.0,199.08,15.0,40,24,10,5,1 main + beverage,0
24313,16395,1,2,2020-02-20 16:14:03,completed,,363.0,0.0,0.0,363.0,101.64,2.54,49.01,0.0,258.82,15.0,40,25,27,5,1 main,0
24314,16396,1,2,2020-02-20 16:10:21,completed,,304.0,83.65,0.0,220.35,85.12,2.13,41.04,0.0,133.1,15.0,40,13,13,5,1 main,0
24315,16397,1,1,2020-02-20 09:04:33,refunded_full,,206.0,16.75,0.0,189.25,57.68,1.44,26.78,113.55,16.58,15.0,40,27,20,,1 main,0
24316,15233,1,2,2020-02-20 08:54:36,completed,,274.0,0.0,22.68,251.32,76.72,1.92,36.99,0.0,172.68,15.0,40,29,30,5,1 main,0
24317,16398,1,1,2020-02-20 22:19:12,completed,,611.0,0.0,0.0,611.0,171.08,4.28,79.43,0.0,435.64,15.0,40,21,11,4,2 mains + beverage,0
24318,15438,1,1,2020-02-20 21:29:22,completed,,236.0,55.02,0.0,180.98,66.08,1.65,30.68,0.0,113.25,15.0,40,21,21,5,1 main,0
24319,16399,1,1,2020-02-20 19:16:06,cancelled,rider unavailable,363.0,0.0,0.0,363.0,101.64,2.54,47.19,0.0,258.82,0.0,40,19,20,,1 main + add-on,0
24320,16400,1,2,2020-02-20 14:19:02,completed,,939.0,0.0,0.0,939.0,262.92,6.57,126.77,0.0,669.51,15.0,40,23,28,,3 mains,0
24321,16401,1,2,2020-02-20 22:16:23,completed,,349.0,42.01,0.0,306.99,97.72,2.44,47.12,0.0,206.82,15.0,40,22,22,3,1 main + beverage,0
24322,16087,1,1,2020-02-20 22:24:03,completed,,530.0,80.25,0.0,449.75,148.4,3.71,68.9,0.0,297.64,15.0,40,21,17,5,2 mains,0
24323,16366,1,2,2020-02-20 14:04:38,completed,,274.0,0.0,0.0,274.0,76.72,1.92,36.99,0.0,195.36,15.0,40,27,16,,1 main,0
24324,16402,1,1,2020-02-20 22:18:34,completed,,247.0,42.09,0.0,204.91,69.16,1.73,32.11,0.0,134.02,15.0,40,22,17,3,1 main,0
24325,16403,1,1,2020-02-20 13:46:43,completed,,316.0,0.0,0.0,316.0,88.48,2.21,41.08,0.0,225.31,15.0,40,22,15,,1 main + beverage,0
24326,16404,1,2,2020-02-20 19:05:00,completed,,363.0,0.0,33.43,329.57,101.64,2.54,49.01,0.0,225.39,15.0,40,17,26,5,1 main,0
24327,16405,1,1,2020-02-20 19:07:41,completed,,643.0,0.0,0.0,643.0,180.04,4.5,83.59,0.0,458.46,15.0,40,25,26,5,2 mains,0
24328,16406,1,2,2020-02-20 19:22:36,completed,,327.0,38.37,0.0,288.63,91.56,2.29,44.15,0.0,194.78,15.0,40,20,12,,1 main,0
24329,16407,1,2,2020-02-20 10:48:54,completed,,326.0,0.0,40.32,285.68,91.28,2.28,44.01,0.0,192.12,15.0,40,13,30,,1 main + beverage,0
24330,16408,1,1,2020-02-20 13:11:02,completed,,450.0,58.82,0.0,391.18,126.0,3.15,58.5,0.0,262.03,15.0,40,21,41,2,1 main + beverage,0
24331,15886,1,1,2020-02-20 17:52:33,completed,,283.0,31.91,0.0,251.09,79.24,1.98,36.79,0.0,169.86,15.0,40,26,21,5,1 main,0
24332,16183,1,1,2020-02-20 20:26:45,completed,,554.0,71.65,0.0,482.35,155.12,3.88,72.02,0.0,323.35,15.0,40,20,26,5,2 mains,0
24333,16409,1,2,2020-02-20 19:18:13,completed,,330.0,0.0,34.65,295.35,92.4,2.31,44.55,0.0,200.64,15.0,40,18,19,5,1 main + beverage,0
24334,15245,1,2,2020-02-20 13:43:36,completed,,313.0,0.0,0.0,313.0,87.64,2.19,42.26,0.0,223.17,15.0,40,36,46,,1 main + beverage,0
24335,16410,2,1,2020-02-20 21:12:19,completed,,288.0,0.0,0.0,288.0,80.64,2.02,37.44,0.0,205.34,15.0,40,21,17,,1 main,0
24336,16411,2,1,2020-02-20 19:13:11,completed,,612.0,0.0,0.0,612.0,171.36,4.28,79.56,0.0,436.36,15.0,40,18,35,5,2 mains,0
24337,15564,2,1,2020-02-20 20:01:52,completed,,607.0,172.32,0.0,434.68,169.96,4.25,78.91,0.0,260.47,15.0,40,20,27,,2 mains,0
24338,16412,2,2,2020-02-20 20:05:17,completed,,315.0,105.63,0.0,209.37,88.2,2.21,42.53,0.0,118.97,15.0,40,20,26,,1 main,0
24339,16413,2,1,2020-02-20 12:25:58,completed,,324.0,60.98,0.0,263.02,90.72,2.27,42.12,0.0,170.03,15.0,40,22,23,5,1 main,0
24340,16414,2,1,2020-02-20 17:40:41,completed,,728.0,162.78,0.0,565.22,203.84,5.1,94.64,0.0,356.28,15.0,40,28,14,4,2 mains + beverage,0
24341,16415,2,1,2020-02-20 19:22:59,completed,,271.0,0.0,36.96,234.04,75.88,1.9,35.23,0.0,156.26,15.0,40,24,26,5,1 main,0
24342,16416,2,2,2020-02-20 07:29:26,completed,,1005.0,134.35,0.0,870.65,281.4,7.04,135.68,0.0,582.21,15.0,40,17,24,,3 mains,0
24343,16417,2,1,2020-02-20 19:14:12,completed,,450.0,0.0,75.25,374.75,126.0,3.15,58.5,0.0,245.6,15.0,40,23,17,,1 main + beverage,0
24344,16022,2,2,2020-02-20 17:36:32,completed,,661.0,0.0,0.0,661.0,185.08,4.63,89.23,0.0,471.29,15.0,40,19,33,5,2 mains,0
24345,15472,2,2,2020-02-20 14:04:08,completed,,345.0,0.0,0.0,345.0,96.6,2.42,46.58,0.0,245.98,15.0,40,12,23,5,1 main,0
24346,16418,2,1,2020-02-20 22:01:17,completed,,271.0,69.93,0.0,201.07,75.88,1.9,35.23,0.0,123.29,15.0,40,22,28,5,1 main,0
24347,16419,2,1,2020-02-20 12:47:10,completed,,595.0,0.0,44.9,550.1,166.6,4.17,77.35,0.0,379.34,15.0,40,20,25,4,2 mains,0
24348,16420,2,1,2020-02-20 20:26:51,completed,,658.0,121.52,0.0,536.48,184.24,4.61,85.54,0.0,347.63,15.0,40,19,19,5,2 mains + beverage,0
24349,16421,2,2,2020-02-20 21:02:50,completed,,612.0,0.0,0.0,612.0,171.36,4.28,82.62,0.0,436.36,15.0,40,16,23,,2 mains,0
24350,15886,2,1,2020-02-20 20:23:10,completed,,275.0,0.0,0.0,275.0,77.0,1.93,35.75,0.0,196.07,15.0,40,23,33,5,1 main + beverage,0
24351,15217,2,1,2020-02-20 13:48:56,completed,,602.0,155.28,0.0,446.72,168.56,4.21,78.26,0.0,273.94,15.0,40,22,17,4,2 mains,0
24352,15993,2,2,2020-02-20 18:34:00,completed,,813.6,189.34,0.0,624.26,227.81,5.7,109.84,0.0,390.76,15.0,40,18,17,,3 mains,1
24353,16025,2,1,2020-02-20 19:20:23,completed,,328.0,0.0,0.0,328.0,91.84,2.3,42.64,0.0,233.86,15.0,40,16,20,5,1 main + beverage,0
24354,15779,2,2,2020-02-20 22:07:48,completed,,313.0,0.0,55.1,257.9,87.64,2.19,42.26,0.0,168.07,15.0,40,12,25,2,1 main + beverage,0
24355,16422,2,2,2020-02-20 12:49:47,completed,,281.7,0.0,37.8,243.9,78.88,1.97,38.03,0.0,163.05,15.0,40,17,14,,1 main + beverage,1
24356,16423,1,1,2020-02-21 22:43:26,cancelled,restaurant delay,667.0,0.0,0.0,667.0,186.76,4.67,86.71,0.0,475.57,0.0,40,20,30,,2 mains + beverage,0
24357,15196,1,2,2020-02-21 13:41:00,completed,,559.0,37.02,0.0,521.98,156.52,3.91,75.47,0.0,361.55,15.0,40,15,39,,2 mains,0
24358,16424,1,1,2020-02-21 14:16:13,completed,,369.9,0.0,32.86,337.04,103.57,2.59,48.09,0.0,230.88,15.0,40,20,24,5,1 main + add-on,1
24359,16425,1,1,2020-02-21 21:30:34,completed,,283.0,0.0,0.0,283.0,79.24,1.98,36.79,0.0,201.78,15.0,40,28,25,,1 main,0
24360,16426,1,2,2020-02-21 10:15:50,completed,,355.0,0.0,0.0,355.0,99.4,2.48,47.93,0.0,253.11,15.0,40,14,20,4,1 main + beverage,0
24361,15759,1,2,2020-02-21 20:05:23,completed,,250.0,0.0,0.0,250.0,70.0,1.75,33.75,0.0,178.25,15.0,40,17,22,4,1 main,0
24362,16427,1,2,2020-02-21 15:23:42,completed,,612.0,112.87,0.0,499.13,171.36,4.28,82.62,0.0,323.49,15.0,40,21,20,,2 mains,0
24363,16428,1,1,2020-02-21 17:08:22,completed,,625.0,176.88,0.0,448.12,175.0,4.38,81.25,0.0,268.74,15.0,40,26,10,3,2 mains,0
24364,16429,1,1,2020-02-21 17:35:37,completed,,545.0,140.35,0.0,404.65,152.6,3.81,70.85,0.0,248.23,15.0,40,19,24,5,2 mains,0
24365,16430,1,2,2020-02-21 18:01:57,completed,,699.0,0.0,70.41,628.59,195.72,4.89,94.37,0.0,427.98,15.0,40,14,32,5,2 mains + beverage,0
24366,16431,1,1,2020-02-21 13:22:17,completed,,614.7,42.14,0.0,572.56,172.12,4.3,79.91,0.0,396.15,15.0,40,16,13,,2 mains,1
24367,15794,1,1,2020-02-21 13:43:13,completed,,326.0,60.33,0.0,265.67,91.28,2.28,42.38,0.0,172.1,15.0,40,21,13,,1 main + beverage,0
24368,16432,1,1,2020-02-21 12:52:08,completed,,672.0,92.48,0.0,579.52,188.16,4.7,87.36,0.0,386.66,15.0,40,20,21,5,2 mains,0
24369,16433,1,1,2020-02-21 22:23:49,completed,,387.0,0.0,0.0,387.0,108.36,2.71,50.31,0.0,275.93,15.0,40,25,31,4,1 main + beverage,0
24370,16434,1,1,2020-02-21 20:06:57,completed,,360.0,0.0,48.37,311.63,100.8,2.52,46.8,0.0,208.31,15.0,40,21,18,5,1 main,0
24371,15349,1,2,2020-02-21 22:28:09,completed,,291.0,0.0,0.0,291.0,81.48,2.04,39.29,0.0,207.48,15.0,40,29,28,,1 main,0
24372,16435,1,2,2020-02-21 11:26:25,completed,,699.0,0.0,0.0,699.0,195.72,4.89,94.37,0.0,498.39,15.0,40,14,8,5,2 mains + beverage,0
24373,15225,1,1,2020-02-21 14:15:38,completed,,606.0,0.0,110.44,495.56,169.68,4.24,78.78,0.0,321.63,15.0,40,19,24,5,2 mains,0
24374,15950,1,1,2020-02-21 14:54:51,completed,,323.0,0.0,44.17,278.83,90.44,2.26,41.99,0.0,186.13,15.0,40,29,20,,1 main,0
24375,16436,1,2,2020-02-21 13:42:12,completed,,250.0,0.0,0.0,250.0,70.0,1.75,33.75,0.0,178.25,15.0,40,23,19,,1 main,0
24376,15338,1,2,2020-02-21 22:06:22,completed,,274.0,0.0,0.0,274.0,76.72,1.92,36.99,0.0,195.36,15.0,40,19,28,3,1 main,0
24377,16131,1,1,2020-02-21 13:04:24,completed,,316.0,56.79,0.0,259.21,88.48,2.21,41.08,0.0,168.52,15.0,40,19,20,,1 main + beverage,0
24378,16437,1,2,2020-02-21 08:20:09,completed,,336.0,25.53,0.0,310.47,94.08,2.35,45.36,0.0,214.03,15.0,40,14,16,,1 main + beverage,0
