wastage_id,outlet_id,wastage_date,waste_type,quantity_kg,estimated_cost,reason
5952,2,2020-09-29,returned_order,0.02,2.17,routine
5953,3,2020-09-29,prep_waste,0.35,41.79,routine
5954,3,2020-09-29,unsold_cooked,0.11,17.6,routine
5955,3,2020-09-29,spoilage,0.08,11.76,routine
5956,3,2020-09-29,returned_order,0.02,2.66,routine
5957,1,2020-09-30,prep_waste,0.36,54.5,routine
5958,1,2020-09-30,unsold_cooked,0.15,21.15,routine
5959,1,2020-09-30,spoilage,0.04,4.16,routine
5960,1,2020-09-30,returned_order,0.02,2.59,routine
5961,2,2020-09-30,prep_waste,0.24,30.94,routine
5962,2,2020-09-30,unsold_cooked,0.24,27.79,routine
5963,2,2020-09-30,spoilage,0.07,7.82,routine
5964,2,2020-09-30,returned_order,0.02,2.88,routine
5965,3,2020-09-30,prep_waste,0.42,56.81,routine
5966,3,2020-09-30,unsold_cooked,0.13,16.93,routine
5967,3,2020-09-30,spoilage,0.05,7.53,routine
5968,3,2020-09-30,returned_order,0.02,2.97,routine
5969,1,2020-10-01,prep_waste,0.41,45.27,routine
5970,1,2020-10-01,unsold_cooked,0.13,14.2,routine
5971,1,2020-10-01,spoilage,0.08,8.41,routine
5972,1,2020-10-01,returned_order,0.9,115.63,routine
5973,2,2020-10-01,prep_waste,0.21,29.24,routine
5974,2,2020-10-01,unsold_cooked,0.18,24.68,routine
5975,2,2020-10-01,spoilage,0.05,6.59,routine
5976,2,2020-10-01,returned_order,0.69,99.18,routine
5977,3,2020-10-01,prep_waste,0.27,29.41,routine
5978,3,2020-10-01,unsold_cooked,0.14,19.58,routine
5979,3,2020-10-01,spoilage,0.07,7.77,routine
5980,3,2020-10-01,returned_order,0.02,2.92,routine
5981,1,2020-10-02,prep_waste,0.3,42.25,routine
5982,1,2020-10-02,unsold_cooked,0.15,16.81,routine
5983,1,2020-10-02,spoilage,0.03,3.42,routine
5984,1,2020-10-02,returned_order,0.02,2.8,routine
5985,2,2020-10-02,prep_waste,0.26,39.46,routine
5986,2,2020-10-02,unsold_cooked,0.12,13.25,routine
5987,2,2020-10-02,spoilage,0.04,6.1,routine
5988,2,2020-10-02,returned_order,0.65,84.8,routine
5989,3,2020-10-02,prep_waste,0.23,34.93,routine
5990,3,2020-10-02,unsold_cooked,0.13,16.35,routine
5991,3,2020-10-02,spoilage,0.06,8.08,routine
5992,3,2020-10-02,returned_order,0.02,3.1,routine
5993,1,2020-10-03,prep_waste,0.28,31.01,routine
5994,1,2020-10-03,unsold_cooked,0.11,14.56,routine
5995,1,2020-10-03,spoilage,0.08,11.99,routine
5996,1,2020-10-03,returned_order,0.02,2.74,routine
5997,2,2020-10-03,prep_waste,0.28,35.95,routine
5998,2,2020-10-03,unsold_cooked,0.19,22.43,routine
5999,2,2020-10-03,spoilage,0.05,6.8,routine
6000,2,2020-10-03,returned_order,0.02,2.83,routine
6001,3,2020-10-03,prep_waste,0.43,66.96,routine
6002,3,2020-10-03,unsold_cooked,0.2,22.31,routine
6003,3,2020-10-03,spoilage,0.04,5.75,routine
6004,3,2020-10-03,returned_order,0.02,2.11,routine
6005,1,2020-10-04,prep_waste,0.37,56.85,routine
6006,1,2020-10-04,unsold_cooked,0.18,26.78,routine
6007,1,2020-10-04,spoilage,0.04,4.96,routine
6008,1,2020-10-04,returned_order,1.36,152.96,routine
6009,2,2020-10-04,prep_waste,0.26,32.48,routine
6010,2,2020-10-04,unsold_cooked,0.13,19.34,routine
6011,2,2020-10-04,spoilage,0.06,9.75,routine
6012,2,2020-10-04,returned_order,0.02,2.78,routine
6013,3,2020-10-04,prep_waste,0.37,45.28,routine
6014,3,2020-10-04,unsold_cooked,0.11,15.19,routine
6015,3,2020-10-04,spoilage,0.08,9.23,routine
6016,3,2020-10-04,returned_order,0.02,2.75,routine
6017,1,2020-10-05,prep_waste,0.36,49.24,routine
6018,1,2020-10-05,unsold_cooked,0.23,32.02,routine
6019,1,2020-10-05,spoilage,0.05,5.75,routine
6020,1,2020-10-05,returned_order,0.02,2.92,routine
6021,2,2020-10-05,prep_waste,0.32,36.27,routine
6022,2,2020-10-05,unsold_cooked,0.22,27.09,routine
6023,2,2020-10-05,spoilage,0.07,10.21,routine
6024,2,2020-10-05,returned_order,0.02,2.86,routine
6025,3,2020-10-05,prep_waste,0.24,31.57,routine
6026,3,2020-10-05,unsold_cooked,0.21,30.21,routine
6027,3,2020-10-05,spoilage,0.05,7.84,routine
6028,3,2020-10-05,returned_order,0.02,2.11,routine
6029,1,2020-10-06,prep_waste,0.39,41.23,routine
6030,1,2020-10-06,unsold_cooked,0.22,32.09,routine
6031,1,2020-10-06,spoilage,0.08,11.55,routine
6032,1,2020-10-06,returned_order,0.02,2.74,routine
6033,2,2020-10-06,prep_waste,0.23,35.96,routine
6034,2,2020-10-06,unsold_cooked,0.22,28.47,routine
6035,2,2020-10-06,spoilage,0.03,3.98,routine
6036,2,2020-10-06,returned_order,0.02,2.87,routine
6037,3,2020-10-06,prep_waste,0.38,49.21,routine
6038,3,2020-10-06,unsold_cooked,0.15,19.91,routine
6039,3,2020-10-06,spoilage,0.04,4.57,routine
6040,3,2020-10-06,returned_order,0.02,2.11,routine
6041,1,2020-10-07,prep_waste,0.33,43.0,routine
6042,1,2020-10-07,unsold_cooked,0.26,29.5,routine
6043,1,2020-10-07,spoilage,0.06,8.2,routine
6044,1,2020-10-07,returned_order,0.77,117.67,routine
6045,2,2020-10-07,prep_waste,0.29,39.79,routine
6046,2,2020-10-07,unsold_cooked,0.15,16.38,routine
6047,2,2020-10-07,spoilage,0.07,7.08,routine
6048,2,2020-10-07,returned_order,0.02,2.52,routine
6049,3,2020-10-07,prep_waste,0.4,44.36,routine
6050,3,2020-10-07,unsold_cooked,0.22,25.23,routine
6051,3,2020-10-07,spoilage,0.05,6.61,routine
6052,3,2020-10-07,returned_order,0.02,2.28,routine
6053,1,2020-10-08,prep_waste,0.28,31.54,routine
6054,1,2020-10-08,unsold_cooked,0.12,17.77,routine
6055,1,2020-10-08,spoilage,0.05,6.41,routine
6056,1,2020-10-08,returned_order,0.02,3.02,routine
6057,2,2020-10-08,prep_waste,0.35,51.24,routine
6058,2,2020-10-08,unsold_cooked,0.21,28.2,routine
6059,2,2020-10-08,spoilage,0.05,6.83,routine
6060,2,2020-10-08,returned_order,0.02,2.13,routine
6061,3,2020-10-08,prep_waste,0.39,45.17,routine
6062,3,2020-10-08,unsold_cooked,0.12,15.45,routine
6063,3,2020-10-08,spoilage,0.04,4.94,routine
6064,3,2020-10-08,returned_order,0.02,2.87,routine
6065,1,2020-10-09,prep_waste,0.36,55.35,routine
6066,1,2020-10-09,unsold_cooked,0.18,22.1,routine
6067,1,2020-10-09,spoilage,0.07,7.12,routine
6068,1,2020-10-09,returned_order,0.02,2.79,routine
6069,2,2020-10-09,prep_waste,0.29,39.86,routine
6070,2,2020-10-09,unsold_cooked,0.23,24.22,routine
6071,2,2020-10-09,spoilage,0.06,7.7,routine
6072,2,2020-10-09,returned_order,0.02,2.61,routine
6073,3,2020-10-09,prep_waste,0.38,56.31,routine
6074,3,2020-10-09,unsold_cooked,0.1,11.44,routine
6075,3,2020-10-09,spoilage,0.07,10.62,routine
6076,3,2020-10-09,returned_order,0.02,2.52,routine
6077,1,2020-10-10,prep_waste,0.39,51.98,routine
6078,1,2020-10-10,unsold_cooked,0.21,27.21,routine
6079,1,2020-10-10,spoilage,0.08,10.62,routine
6080,1,2020-10-10,returned_order,0.89,115.28,routine
6081,2,2020-10-10,prep_waste,0.29,42.91,routine
6082,2,2020-10-10,unsold_cooked,0.22,32.08,routine
6083,2,2020-10-10,spoilage,0.06,6.87,routine
6084,2,2020-10-10,returned_order,0.75,110.58,routine
6085,3,2020-10-10,prep_waste,0.37,39.84,routine
6086,3,2020-10-10,unsold_cooked,0.21,24.71,routine
6087,3,2020-10-10,spoilage,0.04,5.52,routine
6088,3,2020-10-10,returned_order,0.02,2.11,routine
6089,1,2020-10-11,prep_waste,0.42,58.37,routine
6090,1,2020-10-11,unsold_cooked,0.13,20.03,routine
6091,1,2020-10-11,spoilage,0.05,5.88,routine
6092,1,2020-10-11,returned_order,0.66,79.4,routine
6093,2,2020-10-11,prep_waste,0.37,40.43,routine
6094,2,2020-10-11,unsold_cooked,0.14,21.38,routine
6095,2,2020-10-11,spoilage,0.08,8.64,routine
6096,2,2020-10-11,returned_order,0.58,72.54,routine
6097,3,2020-10-11,prep_waste,0.44,50.53,routine
6098,3,2020-10-11,unsold_cooked,0.18,20.1,routine
6099,3,2020-10-11,spoilage,0.07,7.03,routine
6100,3,2020-10-11,returned_order,0.02,2.97,routine
6101,1,2020-10-12,prep_waste,0.35,50.33,routine
6102,1,2020-10-12,unsold_cooked,0.11,16.81,routine
6103,1,2020-10-12,spoilage,0.07,7.39,routine
6104,1,2020-10-12,returned_order,0.58,72.37,routine
6105,2,2020-10-12,prep_waste,0.28,39.4,routine
6106,2,2020-10-12,unsold_cooked,0.12,15.49,routine
6107,2,2020-10-12,spoilage,0.05,6.09,routine
6108,2,2020-10-12,returned_order,0.02,2.46,routine
6109,3,2020-10-12,prep_waste,0.42,60.96,routine
6110,3,2020-10-12,unsold_cooked,0.24,31.15,routine
6111,3,2020-10-12,spoilage,0.05,5.63,routine
6112,3,2020-10-12,returned_order,0.02,2.55,routine
6113,1,2020-10-13,prep_waste,0.23,27.63,routine
6114,1,2020-10-13,unsold_cooked,0.18,26.75,routine
6115,1,2020-10-13,spoilage,0.08,9.44,routine
6116,1,2020-10-13,returned_order,0.65,84.14,routine
6117,2,2020-10-13,prep_waste,0.36,53.58,routine
6118,2,2020-10-13,unsold_cooked,0.1,13.81,routine
6119,2,2020-10-13,spoilage,0.04,4.17,routine
6120,2,2020-10-13,returned_order,0.02,2.27,routine
6121,3,2020-10-13,prep_waste,0.36,51.61,routine
6122,3,2020-10-13,unsold_cooked,0.21,30.2,routine
6123,3,2020-10-13,spoilage,0.05,6.4,routine
6124,3,2020-10-13,returned_order,0.02,2.89,routine
6125,1,2020-10-14,prep_waste,0.33,41.68,routine
6126,1,2020-10-14,unsold_cooked,0.2,29.74,routine
6127,1,2020-10-14,spoilage,0.06,9.02,routine
6128,1,2020-10-14,returned_order,0.02,2.53,routine
6129,2,2020-10-14,prep_waste,0.25,31.32,routine
6130,2,2020-10-14,unsold_cooked,0.22,24.57,routine
6131,2,2020-10-14,spoilage,0.08,11.54,routine
6132,2,2020-10-14,returned_order,0.02,2.16,routine
6133,3,2020-10-14,prep_waste,0.27,33.53,routine
6134,3,2020-10-14,unsold_cooked,0.22,27.48,routine
6135,3,2020-10-14,spoilage,0.07,9.07,routine
6136,3,2020-10-14,returned_order,0.02,2.13,routine
6137,1,2020-10-15,prep_waste,0.26,38.05,routine
6138,1,2020-10-15,unsold_cooked,0.19,26.96,routine
6139,1,2020-10-15,spoilage,0.06,9.4,routine
6140,1,2020-10-15,returned_order,0.02,2.32,routine
6141,2,2020-10-15,prep_waste,0.26,34.81,routine
6142,2,2020-10-15,unsold_cooked,0.22,30.07,routine
6143,2,2020-10-15,spoilage,0.06,9.27,routine
6144,2,2020-10-15,returned_order,0.02,2.29,routine
6145,3,2020-10-15,prep_waste,0.26,33.91,routine
6146,3,2020-10-15,unsold_cooked,0.12,12.12,routine
6147,3,2020-10-15,spoilage,0.06,8.36,routine
6148,3,2020-10-15,returned_order,0.02,2.29,routine
6149,1,2020-10-16,prep_waste,0.38,40.64,routine
6150,1,2020-10-16,unsold_cooked,0.18,19.61,routine
6151,1,2020-10-16,spoilage,0.08,9.64,routine
6152,1,2020-10-16,returned_order,0.02,2.42,routine
6153,2,2020-10-16,prep_waste,0.44,66.36,routine
6154,2,2020-10-16,unsold_cooked,0.15,17.11,routine
6155,2,2020-10-16,spoilage,0.08,8.41,routine
6156,2,2020-10-16,returned_order,0.02,2.94,routine
6157,3,2020-10-16,prep_waste,0.32,37.73,routine
6158,3,2020-10-16,unsold_cooked,0.2,21.03,routine
6159,3,2020-10-16,spoilage,0.06,8.23,routine
6160,3,2020-10-16,returned_order,0.02,2.65,routine
6161,1,2020-10-17,prep_waste,0.3,35.23,routine
6162,1,2020-10-17,unsold_cooked,0.14,16.35,routine
6163,1,2020-10-17,spoilage,0.04,4.58,routine
6164,1,2020-10-17,returned_order,0.02,2.47,routine
6165,2,2020-10-17,prep_waste,0.38,56.11,routine
6166,2,2020-10-17,unsold_cooked,0.13,18.05,routine
6167,2,2020-10-17,spoilage,0.06,9.4,routine
6168,2,2020-10-17,returned_order,0.02,2.27,routine
6169,3,2020-10-17,prep_waste,0.25,33.32,routine
6170,3,2020-10-17,unsold_cooked,0.23,30.29,routine
6171,3,2020-10-17,spoilage,0.06,7.03,routine
6172,3,2020-10-17,returned_order,0.02,2.67,routine
6173,1,2020-10-18,prep_waste,0.43,49.94,routine
6174,1,2020-10-18,unsold_cooked,0.24,30.63,routine
6175,1,2020-10-18,spoilage,0.06,8.4,routine
6176,1,2020-10-18,returned_order,0.56,86.1,routine
6177,2,2020-10-18,prep_waste,0.37,41.58,routine
6178,2,2020-10-18,unsold_cooked,0.26,34.46,routine
6179,2,2020-10-18,spoilage,0.07,8.96,routine
6180,2,2020-10-18,returned_order,0.02,2.3,routine
6181,3,2020-10-18,prep_waste,0.21,27.59,routine
6182,3,2020-10-18,unsold_cooked,0.18,22.98,routine
6183,3,2020-10-18,spoilage,0.05,6.23,routine
6184,3,2020-10-18,returned_order,0.02,2.85,routine
6185,1,2020-10-19,prep_waste,0.39,57.14,routine
6186,1,2020-10-19,unsold_cooked,0.19,26.92,routine
6187,1,2020-10-19,spoilage,0.07,9.28,routine
6188,1,2020-10-19,returned_order,0.87,123.59,routine
6189,2,2020-10-19,prep_waste,0.37,56.46,routine
6190,2,2020-10-19,unsold_cooked,0.18,27.24,routine
6191,2,2020-10-19,spoilage,0.06,7.59,routine
6192,2,2020-10-19,returned_order,0.02,2.55,routine
6193,3,2020-10-19,prep_waste,0.27,28.92,routine
6194,3,2020-10-19,unsold_cooked,0.21,22.51,routine
6195,3,2020-10-19,spoilage,0.08,8.64,routine
6196,3,2020-10-19,returned_order,0.02,2.93,routine
6197,1,2020-10-20,prep_waste,0.19,28.23,routine
6198,1,2020-10-20,unsold_cooked,0.1,11.01,routine
6199,1,2020-10-20,spoilage,0.07,8.0,routine
6200,1,2020-10-20,returned_order,0.74,79.96,routine
6201,2,2020-10-20,prep_waste,0.23,35.05,routine
6202,2,2020-10-20,unsold_cooked,0.15,22.72,routine
6203,2,2020-10-20,spoilage,0.06,8.9,routine
6204,2,2020-10-20,returned_order,0.02,2.35,routine
6205,3,2020-10-20,prep_waste,0.22,26.02,routine
6206,3,2020-10-20,unsold_cooked,0.16,18.99,routine
6207,3,2020-10-20,spoilage,0.06,6.97,routine
6208,3,2020-10-20,returned_order,0.02,2.5,routine
6209,1,2020-10-21,prep_waste,0.18,21.12,routine
6210,1,2020-10-21,unsold_cooked,0.22,31.13,routine
6211,1,2020-10-21,spoilage,0.08,10.52,routine
6212,1,2020-10-21,returned_order,0.6,76.84,routine
6213,2,2020-10-21,prep_waste,0.25,34.84,routine
6214,2,2020-10-21,unsold_cooked,0.23,34.76,routine
6215,2,2020-10-21,spoilage,0.05,6.45,routine
6216,2,2020-10-21,returned_order,0.02,2.48,routine
6217,3,2020-10-21,prep_waste,0.3,32.3,routine
6218,3,2020-10-21,unsold_cooked,0.15,17.09,routine
6219,3,2020-10-21,spoilage,0.04,4.94,routine
6220,3,2020-10-21,returned_order,0.02,2.33,routine
6221,1,2020-10-22,prep_waste,0.24,32.46,routine
6222,1,2020-10-22,unsold_cooked,0.11,13.07,routine
6223,1,2020-10-22,spoilage,0.05,7.92,routine
6224,1,2020-10-22,returned_order,0.02,3.1,routine
6225,2,2020-10-22,prep_waste,0.29,42.05,routine
6226,2,2020-10-22,unsold_cooked,0.2,25.49,routine
6227,2,2020-10-22,spoilage,0.08,8.99,routine
6228,2,2020-10-22,returned_order,0.02,2.35,routine
6229,3,2020-10-22,prep_waste,0.4,48.63,routine
6230,3,2020-10-22,unsold_cooked,0.13,17.51,routine
6231,3,2020-10-22,spoilage,0.04,5.1,routine
6232,3,2020-10-22,returned_order,0.72,78.91,routine
6233,1,2020-10-23,prep_waste,0.35,38.77,routine
6234,1,2020-10-23,unsold_cooked,0.19,21.99,routine
6235,1,2020-10-23,spoilage,0.04,5.81,routine
6236,1,2020-10-23,returned_order,0.02,2.53,routine
6237,2,2020-10-23,prep_waste,0.28,35.35,routine
6238,2,2020-10-23,unsold_cooked,0.23,29.59,routine
6239,2,2020-10-23,spoilage,0.06,8.66,routine
6240,2,2020-10-23,returned_order,0.02,2.23,routine
6241,3,2020-10-23,prep_waste,0.44,57.08,routine
6242,3,2020-10-23,unsold_cooked,0.23,24.3,routine
6243,3,2020-10-23,spoilage,0.06,8.77,routine
6244,3,2020-10-23,returned_order,0.02,2.17,routine
6245,1,2020-10-24,prep_waste,0.42,63.5,routine
6246,1,2020-10-24,unsold_cooked,0.19,27.81,routine
6247,1,2020-10-24,spoilage,0.05,5.38,routine
6248,1,2020-10-24,returned_order,0.02,2.39,routine
6249,2,2020-10-24,prep_waste,0.34,42.28,routine
6250,2,2020-10-24,unsold_cooked,0.24,27.14,routine
6251,2,2020-10-24,spoilage,0.07,10.19,routine
6252,2,2020-10-24,returned_order,0.02,3.06,routine
6253,3,2020-10-24,prep_waste,0.28,41.62,routine
6254,3,2020-10-24,unsold_cooked,0.17,19.45,routine
6255,3,2020-10-24,spoilage,0.05,7.28,routine
6256,3,2020-10-24,returned_order,0.02,2.38,routine
6257,1,2020-10-25,prep_waste,0.24,28.01,routine
6258,1,2020-10-25,unsold_cooked,0.26,33.61,routine
6259,1,2020-10-25,spoilage,0.04,4.37,routine
6260,1,2020-10-25,returned_order,0.02,2.85,routine
6261,2,2020-10-25,prep_waste,0.22,33.35,routine
6262,2,2020-10-25,unsold_cooked,0.24,30.68,routine
6263,2,2020-10-25,spoilage,0.06,8.22,routine
6264,2,2020-10-25,returned_order,0.88,124.9,routine
6265,3,2020-10-25,prep_waste,0.26,34.42,routine
6266,3,2020-10-25,unsold_cooked,0.22,29.42,routine
6267,3,2020-10-25,spoilage,0.04,6.1,routine
6268,3,2020-10-25,returned_order,0.02,2.61,routine
6269,1,2020-10-26,prep_waste,0.23,26.68,routine
6270,1,2020-10-26,unsold_cooked,0.19,27.4,routine
6271,1,2020-10-26,spoilage,0.08,8.48,routine
6272,1,2020-10-26,returned_order,0.02,2.55,routine
6273,2,2020-10-26,prep_waste,0.37,45.67,routine
6274,2,2020-10-26,unsold_cooked,0.22,24.33,routine
6275,2,2020-10-26,spoilage,0.05,6.14,routine
6276,2,2020-10-26,returned_order,0.02,2.21,routine
6277,3,2020-10-26,prep_waste,0.2,30.3,routine
6278,3,2020-10-26,unsold_cooked,0.23,27.08,routine
6279,3,2020-10-26,spoilage,0.03,4.13,routine
6280,3,2020-10-26,returned_order,0.02,2.42,routine
6281,1,2020-10-27,prep_waste,0.41,43.1,routine
6282,1,2020-10-27,unsold_cooked,0.15,21.89,routine
6283,1,2020-10-27,spoilage,0.07,10.72,routine
6284,1,2020-10-27,returned_order,1.47,201.83,routine
6285,2,2020-10-27,prep_waste,0.26,36.82,routine
6286,2,2020-10-27,unsold_cooked,0.22,25.43,routine
6287,2,2020-10-27,spoilage,0.03,4.08,routine
6288,2,2020-10-27,returned_order,0.02,2.98,routine
6289,3,2020-10-27,prep_waste,0.43,59.99,routine
6290,3,2020-10-27,unsold_cooked,0.16,20.3,routine
6291,3,2020-10-27,spoilage,0.07,9.67,routine
6292,3,2020-10-27,returned_order,0.02,3.0,routine
6293,1,2020-10-28,prep_waste,0.31,38.95,routine
6294,1,2020-10-28,unsold_cooked,0.18,22.13,routine
6295,1,2020-10-28,spoilage,0.07,8.34,routine
6296,1,2020-10-28,returned_order,0.02,2.32,routine
6297,2,2020-10-28,prep_waste,0.43,46.19,routine
6298,2,2020-10-28,unsold_cooked,0.17,18.16,routine
6299,2,2020-10-28,spoilage,0.05,6.32,routine
6300,2,2020-10-28,returned_order,0.02,2.89,routine
6301,3,2020-10-28,prep_waste,0.22,29.58,routine
6302,3,2020-10-28,unsold_cooked,0.24,36.65,routine
6303,3,2020-10-28,spoilage,0.05,7.01,routine
6304,3,2020-10-28,returned_order,0.02,2.39,routine
6305,1,2020-10-29,prep_waste,0.36,45.97,routine
6306,1,2020-10-29,unsold_cooked,0.22,27.27,routine
6307,1,2020-10-29,spoilage,0.03,3.78,routine
6308,1,2020-10-29,returned_order,0.57,66.76,routine
6309,2,2020-10-29,prep_waste,0.23,35.59,routine
6310,2,2020-10-29,unsold_cooked,0.12,16.47,routine
6311,2,2020-10-29,spoilage,0.04,4.65,routine
6312,2,2020-10-29,returned_order,0.02,2.89,routine
6313,3,2020-10-29,prep_waste,0.2,24.82,routine
6314,3,2020-10-29,unsold_cooked,0.1,13.01,routine
6315,3,2020-10-29,spoilage,0.04,5.92,routine
6316,3,2020-10-29,returned_order,0.02,2.47,routine
6317,1,2020-10-30,prep_waste,0.35,48.79,routine
6318,1,2020-10-30,unsold_cooked,0.11,11.52,routine
6319,1,2020-10-30,spoilage,0.06,8.23,routine
6320,1,2020-10-30,returned_order,0.02,3.03,routine
6321,2,2020-10-30,prep_waste,0.3,35.72,routine
6322,2,2020-10-30,unsold_cooked,0.23,28.56,routine
6323,2,2020-10-30,spoilage,0.06,7.64,routine
6324,2,2020-10-30,returned_order,0.02,3.08,routine
6325,3,2020-10-30,prep_waste,0.43,46.01,routine
6326,3,2020-10-30,unsold_cooked,0.14,20.77,routine
6327,3,2020-10-30,spoilage,0.04,4.77,routine
6328,3,2020-10-30,returned_order,0.02,2.31,routine
6329,1,2020-10-31,prep_waste,0.43,59.91,routine
6330,1,2020-10-31,unsold_cooked,0.2,23.27,routine
6331,1,2020-10-31,spoilage,0.08,10.18,routine
6332,1,2020-10-31,returned_order,1.74,259.0,routine
6333,2,2020-10-31,prep_waste,0.34,38.28,routine
6334,2,2020-10-31,unsold_cooked,0.21,26.92,routine
6335,2,2020-10-31,spoilage,0.05,6.19,routine
6336,2,2020-10-31,returned_order,0.02,2.74,routine
6337,3,2020-10-31,prep_waste,0.25,30.34,routine
6338,3,2020-10-31,unsold_cooked,0.17,23.52,routine
6339,3,2020-10-31,spoilage,0.03,3.79,routine
6340,3,2020-10-31,returned_order,0.02,2.63,routine
6341,1,2020-11-01,prep_waste,0.44,59.75,routine
6342,1,2020-11-01,unsold_cooked,0.2,21.91,routine
6343,1,2020-11-01,spoilage,0.07,8.05,routine
6344,1,2020-11-01,returned_order,1.34,194.99,routine
6345,2,2020-11-01,prep_waste,0.39,53.4,routine
6346,2,2020-11-01,unsold_cooked,0.2,24.0,routine
6347,2,2020-11-01,spoilage,0.06,8.97,routine
6348,2,2020-11-01,returned_order,0.74,99.34,routine
6349,3,2020-11-01,prep_waste,0.39,40.52,routine
6350,3,2020-11-01,unsold_cooked,0.22,28.74,routine
6351,3,2020-11-01,spoilage,0.04,5.25,routine
6352,3,2020-11-01,returned_order,0.02,2.18,routine
6353,1,2020-11-02,prep_waste,0.23,32.71,routine
6354,1,2020-11-02,unsold_cooked,0.13,18.04,routine
6355,1,2020-11-02,spoilage,0.04,5.25,routine
6356,1,2020-11-02,returned_order,0.02,2.17,routine
6357,2,2020-11-02,prep_waste,0.19,20.69,routine
6358,2,2020-11-02,unsold_cooked,0.11,12.71,routine
6359,2,2020-11-02,spoilage,0.07,7.7,routine
6360,2,2020-11-02,returned_order,0.02,3.02,routine
6361,3,2020-11-02,prep_waste,0.27,32.47,routine
6362,3,2020-11-02,unsold_cooked,0.19,29.07,routine
6363,3,2020-11-02,spoilage,0.08,11.26,routine
6364,3,2020-11-02,returned_order,0.02,2.95,routine
6365,1,2020-11-03,prep_waste,0.35,42.06,routine
6366,1,2020-11-03,unsold_cooked,0.19,20.62,routine
6367,1,2020-11-03,spoilage,0.04,4.9,routine
6368,1,2020-11-03,returned_order,0.02,3.08,routine
6369,2,2020-11-03,prep_waste,0.29,41.94,routine
6370,2,2020-11-03,unsold_cooked,0.12,13.24,routine
6371,2,2020-11-03,spoilage,0.08,9.71,routine
6372,2,2020-11-03,returned_order,0.02,2.2,routine
6373,3,2020-11-03,prep_waste,0.32,40.95,routine
6374,3,2020-11-03,unsold_cooked,0.18,25.27,routine
6375,3,2020-11-03,spoilage,0.04,4.44,routine
6376,3,2020-11-03,returned_order,0.02,2.32,routine
6377,1,2020-11-04,prep_waste,0.35,50.89,routine
6378,1,2020-11-04,unsold_cooked,0.12,14.04,routine
6379,1,2020-11-04,spoilage,0.06,9.25,routine
6380,1,2020-11-04,returned_order,0.02,2.18,routine
6381,2,2020-11-04,prep_waste,0.34,39.21,routine
6382,2,2020-11-04,unsold_cooked,0.24,32.93,routine
6383,2,2020-11-04,spoilage,0.06,7.23,routine
6384,2,2020-11-04,returned_order,0.55,79.82,routine
6385,3,2020-11-04,prep_waste,0.37,47.52,routine
6386,3,2020-11-04,unsold_cooked,0.24,30.13,routine
6387,3,2020-11-04,spoilage,0.08,9.5,routine
6388,3,2020-11-04,returned_order,0.02,2.75,routine
6389,1,2020-11-05,prep_waste,0.36,44.02,routine
6390,1,2020-11-05,unsold_cooked,0.23,33.75,routine
6391,1,2020-11-05,spoilage,0.08,12.25,routine
6392,1,2020-11-05,returned_order,0.02,2.43,routine
6393,2,2020-11-05,prep_waste,0.19,21.91,routine
6394,2,2020-11-05,unsold_cooked,0.22,24.36,routine
6395,2,2020-11-05,spoilage,0.07,9.06,routine
6396,2,2020-11-05,returned_order,0.02,2.11,routine
6397,3,2020-11-05,prep_waste,0.29,40.48,routine
6398,3,2020-11-05,unsold_cooked,0.11,14.54,routine
6399,3,2020-11-05,spoilage,0.06,8.7,routine
6400,3,2020-11-05,returned_order,0.02,2.48,routine
6401,1,2020-11-06,prep_waste,0.2,30.73,routine
6402,1,2020-11-06,unsold_cooked,0.19,21.57,routine
6403,1,2020-11-06,spoilage,0.05,6.92,routine
6404,1,2020-11-06,returned_order,0.02,2.32,routine
6405,2,2020-11-06,prep_waste,0.43,65.07,routine
6406,2,2020-11-06,unsold_cooked,0.24,35.44,routine
6407,2,2020-11-06,spoilage,0.06,7.73,routine
6408,2,2020-11-06,returned_order,0.02,2.84,routine
6409,3,2020-11-06,prep_waste,0.43,48.41,routine
6410,3,2020-11-06,unsold_cooked,0.23,31.57,routine
6411,3,2020-11-06,spoilage,0.08,8.81,routine
6412,3,2020-11-06,returned_order,0.6,63.12,routine
6413,1,2020-11-07,prep_waste,0.4,57.69,routine
6414,1,2020-11-07,unsold_cooked,0.1,10.97,routine
6415,1,2020-11-07,spoilage,0.04,5.35,routine
6416,1,2020-11-07,returned_order,0.02,2.24,routine
6417,2,2020-11-07,prep_waste,0.41,48.98,routine
6418,2,2020-11-07,unsold_cooked,0.18,25.07,routine
6419,2,2020-11-07,spoilage,0.05,6.41,routine
6420,2,2020-11-07,returned_order,0.68,96.57,routine
6421,3,2020-11-07,prep_waste,0.25,38.63,routine
6422,3,2020-11-07,unsold_cooked,0.14,19.56,routine
6423,3,2020-11-07,spoilage,0.06,6.45,routine
6424,3,2020-11-07,returned_order,0.02,2.96,routine
6425,1,2020-11-08,prep_waste,0.34,45.03,routine
6426,1,2020-11-08,unsold_cooked,0.2,24.72,routine
6427,1,2020-11-08,spoilage,0.07,9.59,routine
6428,1,2020-11-08,returned_order,0.02,3.0,routine
6429,2,2020-11-08,prep_waste,0.28,42.0,routine
6430,2,2020-11-08,unsold_cooked,0.24,34.44,routine
6431,2,2020-11-08,spoilage,0.07,9.84,routine
6432,2,2020-11-08,returned_order,0.02,2.64,routine
