customer_id,platform_id,platform_customer_ref,first_order_date,delivery_area
16029,2,P2-016029,2020-02-12,thiruvanmiyur
16030,1,P1-016030,2020-02-12,perungudi
16031,2,P2-016031,2020-02-12,Taramani
16032,1,P1-016032,2020-02-12,taramani
16033,1,P1-016033,2020-02-12,Kandanchavadi 
16034,1,P1-016034,2020-02-12,Perungalathur
16035,1,P1-016035,2020-02-12,velachery
16036,2,P2-016036,2020-02-12,Velachery
16037,2,P2-016037,2020-02-12,Kandanchavadi
16038,1,P1-016038,2020-02-12,Karapakkam
16039,2,P2-016039,2020-02-12,Madhavaram
16040,2,P2-016040,2020-02-12,Perungudi
16041,1,P1-016041,2020-02-12,Perungudi
16042,2,P2-016042,2020-02-12,karapakkam
16043,1,P1-016043,2020-02-12,thoraipakkam
16044,2,P2-016044,2020-02-12,Madhavaram
16045,2,P2-016045,2020-02-12,Taramani
16046,2,P2-016046,2020-02-12,velachery
16047,1,P1-016047,2020-02-12,kandanchavadi
16048,2,P2-016048,2020-02-12,Adyar
16049,1,P1-016049,2020-02-12,Kandanchavadi 
16050,1,P1-016050,2020-02-12,Siruseri
16051,2,P2-016051,2020-02-12,Navalur
16052,1,P1-016052,2020-02-12,Thoraipakam
16053,2,P2-016053,2020-02-12,Thiruvanmiyur
16054,1,P1-016054,2020-02-12,Kandanchavadi
16055,1,P1-016055,2020-02-12,Karapakkam
16056,2,P2-016056,2020-02-12,Perungudi.
16057,1,P1-016057,2020-02-12,velachery
16058,2,P2-016058,2020-02-12,Perungalathur
16059,2,P2-016059,2020-02-12,Perungudi
16060,2,P2-016060,2020-02-12,sholinganallur
16061,2,P2-016061,2020-02-12,Kandanchavadi
16062,2,P2-016062,2020-02-12,Navalur
16063,2,P2-016063,2020-02-12,Madhavaram
16064,2,P2-016064,2020-02-12,Adyar
16065,1,P1-016065,2020-02-13,Velacherry
16066,1,P1-016066,2020-02-13,perungudi
16067,1,P1-016067,2020-02-13,Velacherry
16068,2,P2-016068,2020-02-13,Velacherry
16069,1,P1-016069,2020-02-13,thoraipakkam
16070,2,P2-016070,2020-02-13,navalur
16071,1,P1-016071,2020-02-13,Adyar
16072,1,P1-016072,2020-02-13,thoraipakkam
16073,2,P2-016073,2020-02-13,velachery
16074,2,P2-016074,2020-02-13,Madhavaram
16075,2,P2-016075,2020-02-13,thiruvanmiyur
16076,2,P2-016076,2020-02-13,kandanchavadi
16077,2,P2-016077,2020-02-13,taramani
16078,2,P2-016078,2020-02-13,sholinganallur
16079,1,P1-016079,2020-02-13,Taramani
16080,2,P2-016080,2020-02-13,perungudi
16081,2,P2-016081,2020-02-13,Sholinganalur
16082,1,P1-016082,2020-02-13,taramani
16083,2,P2-016083,2020-02-13,Perungalathur
16084,1,P1-016084,2020-02-13,Perungudi
16085,1,P1-016085,2020-02-13,Thiruvanmiyur
16086,1,P1-016086,2020-02-13,Perungudi
16087,1,P1-016087,2020-02-13,Kandanchavadi
16088,2,P2-016088,2020-02-13,Perumgudi
16089,1,P1-016089,2020-02-13,thoraipakkam
16090,1,P1-016090,2020-02-13,Taramani
16091,1,P1-016091,2020-02-13,perungudi
16092,1,P1-016092,2020-02-13,Thoraipakkam
16093,1,P1-016093,2020-02-13,Siruseri
16094,2,P2-016094,2020-02-13,Sholinganalur
16095,1,P1-016095,2020-02-13,Sholinganallur
16096,1,P1-016096,2020-02-13,Velachery
16097,1,P1-016097,2020-02-13,Perumgudi
16098,1,P1-016098,2020-02-13,Kandanchawadi
16099,2,P2-016099,2020-02-13,Sholinganalur
16100,2,P2-016100,2020-02-13,Kandanchavadi 
16101,2,P2-016101,2020-02-13,Navalur
16102,1,P1-016102,2020-02-13,Siruseri
16103,2,P2-016103,2020-02-13,karapakkam
16104,2,P2-016104,2020-02-13,Siruseri
16105,2,P2-016105,2020-02-13,Kandanchavadi 
16106,1,P1-016106,2020-02-13,Navalur
16107,2,P2-016107,2020-02-13,Thoraipakkam
16108,2,P2-016108,2020-02-13,Sholinganallur
16109,2,P2-016109,2020-02-14,taramani
16110,2,P2-016110,2020-02-14,Madhavaram
16111,2,P2-016111,2020-02-14,Thoraipakkam
16112,2,P2-016112,2020-02-14,Kandanchavadi 
16113,1,P1-016113,2020-02-14,Kandanchavadi
16114,1,P1-016114,2020-02-14,Velachery
16115,2,P2-016115,2020-02-14,taramani
16116,2,P2-016116,2020-02-14,Thoraipakkam OMR
16117,1,P1-016117,2020-02-14,velachery
16118,2,P2-016118,2020-02-14,velachery
16119,1,P1-016119,2020-02-14,velachery
16120,2,P2-016120,2020-02-14,Kandanchawadi
16121,2,P2-016121,2020-02-14,Thoraipakam
16122,2,P2-016122,2020-02-14,Sholinganallur
16123,1,P1-016123,2020-02-14,velachery
16124,1,P1-016124,2020-02-14,perungudi
16125,2,P2-016125,2020-02-14,kandanchavadi
16126,2,P2-016126,2020-02-14,Kandanchavadi
16127,1,P1-016127,2020-02-14,Perungalathur
16128,1,P1-016128,2020-02-14,thiruvanmiyur
16129,1,P1-016129,2020-02-14,Karapakkam
16130,1,P1-016130,2020-02-14,thiruvanmiyur
16131,1,P1-016131,2020-02-14,Thoraipakkam
16132,1,P1-016132,2020-02-14,Thoraipakam
16133,2,P2-016133,2020-02-14,Kandanchawadi
16134,2,P2-016134,2020-02-14,perungudi
16135,2,P2-016135,2020-02-14,Perungudi
16136,2,P2-016136,2020-02-14,taramani
16137,1,P1-016137,2020-02-14,perungudi
16138,2,P2-016138,2020-02-14,Kandanchavadi 
16139,2,P2-016139,2020-02-14,Kandanchawadi
16140,2,P2-016140,2020-02-14,thiruvanmiyur
16141,2,P2-016141,2020-02-14,sholinganallur
16142,2,P2-016142,2020-02-14,Sholinganalur
16143,1,P1-016143,2020-02-14,Velacherry
16144,1,P1-016144,2020-02-15,Sholinganalur
16145,2,P2-016145,2020-02-15,perungudi
16146,2,P2-016146,2020-02-15,Siruseri
16147,2,P2-016147,2020-02-15,Taramani
16148,1,P1-016148,2020-02-15,Thoraipakkam
16149,2,P2-016149,2020-02-15,Thiruvanmiyur
16150,1,P1-016150,2020-02-15,velachery
16151,2,P2-016151,2020-02-15,Kandanchavadi 
16152,1,P1-016152,2020-02-15,Kandanchavadi
16153,1,P1-016153,2020-02-15,Perumgudi
16154,1,P1-016154,2020-02-15,Perungalathur
16155,1,P1-016155,2020-02-15,Siruseri
16156,2,P2-016156,2020-02-15,Perungalathur
16157,2,P2-016157,2020-02-15,perungudi
16158,2,P2-016158,2020-02-15,kandanchavadi
16159,1,P1-016159,2020-02-15,Velachery
16160,1,P1-016160,2020-02-15,Kandanchawadi
16161,2,P2-016161,2020-02-15,kandanchavadi
16162,1,P1-016162,2020-02-15,Perungalathur
16163,1,P1-016163,2020-02-15,taramani
16164,1,P1-016164,2020-02-15,sholinganallur
16165,1,P1-016165,2020-02-15,Thiruvanmiyur
16166,2,P2-016166,2020-02-15,velachery
16167,2,P2-016167,2020-02-15,Velacherry
16168,2,P2-016168,2020-02-15,karapakkam
16169,2,P2-016169,2020-02-15,Madhavaram
16170,2,P2-016170,2020-02-15,Perungudi.
16171,1,P1-016171,2020-02-15,Perungudi
16172,2,P2-016172,2020-02-15,Adyar
16173,1,P1-016173,2020-02-15,taramani
16174,2,P2-016174,2020-02-15,Perungalathur
16175,1,P1-016175,2020-02-15,Perungalathur
16176,2,P2-016176,2020-02-15,Perungudi.
16177,1,P1-016177,2020-02-15,Thoraipakkam OMR
16178,2,P2-016178,2020-02-15,Adyar
16179,1,P1-016179,2020-02-15,Thoraipakkam
16180,2,P2-016180,2020-02-15,Sholinganallur
16181,1,P1-016181,2020-02-15,Velacherry
16182,2,P2-016182,2020-02-15,Madhavaram
16183,1,P1-016183,2020-02-15,Thoraipakkam
16184,2,P2-016184,2020-02-15,Velachery
16185,2,P2-016185,2020-02-15,sholinganallur
16186,1,P1-016186,2020-02-15,Velachery
16187,1,P1-016187,2020-02-15,kandanchavadi
16188,1,P1-016188,2020-02-15,taramani
16189,2,P2-016189,2020-02-15,Kandanchavadi
16190,2,P2-016190,2020-02-15,Thoraipakkam
16191,1,P1-016191,2020-02-15,Kandanchavadi
16192,2,P2-016192,2020-02-15,Sholinganalur
16193,2,P2-016193,2020-02-15,Siruseri
16194,2,P2-016194,2020-02-15,Adyar
16195,2,P2-016195,2020-02-15,Perumgudi
16196,1,P1-016196,2020-02-15,karapakkam
16197,2,P2-016197,2020-02-15,Thoraipakkam
16198,1,P1-016198,2020-02-15,velachery
16199,1,P1-016199,2020-02-15,Perungudi
16200,2,P2-016200,2020-02-15,Madhavaram
16201,2,P2-016201,2020-02-15,kandanchavadi
16202,1,P1-016202,2020-02-15,Thoraipakkam
16203,2,P2-016203,2020-02-15,Siruseri
16204,2,P2-016204,2020-02-15,Kandanchawadi
16205,2,P2-016205,2020-02-15,Navalur
16206,1,P1-016206,2020-02-15,Taramani
16207,1,P1-016207,2020-02-15,Navalur
16208,1,P1-016208,2020-02-16,Velachery
16209,1,P1-016209,2020-02-16,Thiruvanmiyur
16210,2,P2-016210,2020-02-16,Thiruvanmiyur
16211,1,P1-016211,2020-02-16,Thoraipakkam
16212,1,P1-016212,2020-02-16,Perungudi
16213,1,P1-016213,2020-02-16,Madhavaram
16214,2,P2-016214,2020-02-16,Perungudi
16215,2,P2-016215,2020-02-16,Taramani
16216,2,P2-016216,2020-02-16,Thoraipakkam
16217,1,P1-016217,2020-02-16,Perumgudi
16218,1,P1-016218,2020-02-16,Siruseri
16219,1,P1-016219,2020-02-16,Thoraipakkam
16220,2,P2-016220,2020-02-16,Kandanchawadi
16221,2,P2-016221,2020-02-16,navalur
16222,2,P2-016222,2020-02-16,Velacherry
16223,1,P1-016223,2020-02-16,navalur
16224,1,P1-016224,2020-02-16,thiruvanmiyur
16225,2,P2-016225,2020-02-16,Perumgudi
16226,1,P1-016226,2020-02-16,Kandanchavadi
16227,1,P1-016227,2020-02-16,thiruvanmiyur
16228,2,P2-016228,2020-02-16,Velachery
16229,1,P1-016229,2020-02-16,taramani
16230,2,P2-016230,2020-02-16,thoraipakkam
16231,1,P1-016231,2020-02-16,Perungalathur
16232,2,P2-016232,2020-02-16,perungudi
16233,2,P2-016233,2020-02-16,Adyar
16234,2,P2-016234,2020-02-16,Thoraipakkam OMR
16235,2,P2-016235,2020-02-16,velachery
16236,2,P2-016236,2020-02-16,Sholinganallur
16237,2,P2-016237,2020-02-16,Perungudi.
16238,2,P2-016238,2020-02-16,Velachery
16239,2,P2-016239,2020-02-16,taramani
16240,2,P2-016240,2020-02-16,Kandanchawadi
16241,1,P1-016241,2020-02-16,Siruseri
16242,2,P2-016242,2020-02-16,Velacherry
16243,2,P2-016243,2020-02-16,Siruseri
16244,1,P1-016244,2020-02-16,Navalur
16245,1,P1-016245,2020-02-16,Thiruvanmiyur
16246,2,P2-016246,2020-02-16,kandanchavadi
16247,1,P1-016247,2020-02-16,velachery
16248,1,P1-016248,2020-02-16,Navalur
16249,1,P1-016249,2020-02-16,sholinganallur
16250,2,P2-016250,2020-02-16,Kandanchawadi
16251,1,P1-016251,2020-02-16,kandanchavadi
16252,1,P1-016252,2020-02-16,Kandanchawadi
16253,1,P1-016253,2020-02-16,Kandanchawadi
16254,1,P1-016254,2020-02-16,Velacherry
16255,1,P1-016255,2020-02-16,Navalur
16256,1,P1-016256,2020-02-16,Perumgudi
16257,2,P2-016257,2020-02-16,velachery
16258,1,P1-016258,2020-02-16,Velacherry
16259,2,P2-016259,2020-02-16,Perungudi.
16260,1,P1-016260,2020-02-16,karapakkam
16261,2,P2-016261,2020-02-16,perungudi
16262,1,P1-016262,2020-02-16,Karapakkam
16263,2,P2-016263,2020-02-16,Siruseri
16264,2,P2-016264,2020-02-16,navalur
16265,1,P1-016265,2020-02-16,karapakkam
16266,1,P1-016266,2020-02-16,Karapakkam
16267,2,P2-016267,2020-02-16,Thoraipakkam OMR
16268,2,P2-016268,2020-02-16,Perungalathur
16269,1,P1-016269,2020-02-16,Taramani
16270,2,P2-016270,2020-02-16,Perungudi.
16271,2,P2-016271,2020-02-16,Adyar
16272,2,P2-016272,2020-02-16,Perungalathur
16273,2,P2-016273,2020-02-16,Madhavaram
16274,1,P1-016274,2020-02-16,Velacherry
16275,2,P2-016275,2020-02-16,Thoraipakkam OMR
16276,1,P1-016276,2020-02-16,thiruvanmiyur
16277,1,P1-016277,2020-02-16,Adyar
16278,1,P1-016278,2020-02-16,Thoraipakkam OMR
16279,2,P2-016279,2020-02-16,Adyar
16280,2,P2-016280,2020-02-16,Thoraipakkam
16281,1,P1-016281,2020-02-16,Sholinganalur
16282,2,P2-016282,2020-02-16,navalur
16283,2,P2-016283,2020-02-16,Kandanchavadi 
16284,1,P1-016284,2020-02-16,Thoraipakam
16285,1,P1-016285,2020-02-16,kandanchavadi
16286,2,P2-016286,2020-02-16,Thoraipakam
16287,1,P1-016287,2020-02-16,Perungalathur
16288,2,P2-016288,2020-02-16,Sholinganalur
16289,2,P2-016289,2020-02-16,Perumgudi
16290,2,P2-016290,2020-02-16,navalur
16291,1,P1-016291,2020-02-16,velachery
16292,1,P1-016292,2020-02-16,Kandanchavadi
16293,2,P2-016293,2020-02-16,Velacherry
16294,1,P1-016294,2020-02-16,Kandanchavadi 
16295,2,P2-016295,2020-02-17,thiruvanmiyur
16296,1,P1-016296,2020-02-17,Navalur
16297,2,P2-016297,2020-02-17,perungudi
16298,1,P1-016298,2020-02-17,Thoraipakkam
16299,1,P1-016299,2020-02-17,Perumgudi
16300,1,P1-016300,2020-02-17,karapakkam
16301,1,P1-016301,2020-02-17,Perumgudi
16302,2,P2-016302,2020-02-17,Kandanchavadi 
16303,2,P2-016303,2020-02-17,Sholinganallur
16304,1,P1-016304,2020-02-17,Kandanchavadi
16305,1,P1-016305,2020-02-17,Siruseri
16306,2,P2-016306,2020-02-17,Thoraipakkam
16307,2,P2-016307,2020-02-17,sholinganallur
16308,2,P2-016308,2020-02-17,Karapakkam
16309,2,P2-016309,2020-02-17,kandanchavadi
16310,1,P1-016310,2020-02-17,Velacherry
16311,1,P1-016311,2020-02-17,Kandanchavadi 
16312,2,P2-016312,2020-02-17,Perungudi.
16313,1,P1-016313,2020-02-17,Sholinganalur
16314,2,P2-016314,2020-02-17,Kandanchavadi 
16315,1,P1-016315,2020-02-17,Velacherry
16316,1,P1-016316,2020-02-17,Sholinganalur
16317,2,P2-016317,2020-02-17,Thoraipakkam
16318,2,P2-016318,2020-02-17,kandanchavadi
16319,1,P1-016319,2020-02-18,Thiruvanmiyur
16320,2,P2-016320,2020-02-18,thoraipakkam
16321,2,P2-016321,2020-02-18,Velachery
16322,2,P2-016322,2020-02-18,Thiruvanmiyur
16323,1,P1-016323,2020-02-18,Navalur
16324,2,P2-016324,2020-02-18,Perungudi
16325,1,P1-016325,2020-02-18,Navalur
16326,1,P1-016326,2020-02-18,sholinganallur
16327,1,P1-016327,2020-02-18,Karapakkam
16328,1,P1-016328,2020-02-18,Karapakkam
16329,2,P2-016329,2020-02-18,Perumgudi
16330,2,P2-016330,2020-02-18,Karapakkam
16331,2,P2-016331,2020-02-18,Sholinganallur
16332,1,P1-016332,2020-02-18,thiruvanmiyur
16333,1,P1-016333,2020-02-18,Sholinganallur
16334,2,P2-016334,2020-02-18,Perungudi
16335,2,P2-016335,2020-02-18,karapakkam
16336,2,P2-016336,2020-02-18,Perungudi
16337,2,P2-016337,2020-02-18,Sholinganalur
16338,2,P2-016338,2020-02-18,Velacherry
16339,1,P1-016339,2020-02-18,Perungudi.
16340,2,P2-016340,2020-02-18,thoraipakkam
16341,2,P2-016341,2020-02-18,Kandanchavadi
16342,1,P1-016342,2020-02-18,Velachery
16343,2,P2-016343,2020-02-18,Thoraipakam
16344,2,P2-016344,2020-02-18,Kandanchavadi 
16345,2,P2-016345,2020-02-18,Perungudi.
16346,2,P2-016346,2020-02-18,thoraipakkam
16347,2,P2-016347,2020-02-18,Perungudi
16348,1,P1-016348,2020-02-18,Kandanchavadi 
16349,2,P2-016349,2020-02-18,Perumgudi
16350,2,P2-016350,2020-02-18,Kandanchavadi 
16351,1,P1-016351,2020-02-18,Adyar
16352,2,P2-016352,2020-02-18,sholinganallur
16353,1,P1-016353,2020-02-18,kandanchavadi
16354,1,P1-016354,2020-02-18,karapakkam
16355,2,P2-016355,2020-02-18,Perungudi.
16356,2,P2-016356,2020-02-18,karapakkam
16357,1,P1-016357,2020-02-18,thoraipakkam
16358,1,P1-016358,2020-02-19,karapakkam
16359,2,P2-016359,2020-02-19,taramani
16360,1,P1-016360,2020-02-19,Karapakkam
16361,1,P1-016361,2020-02-19,thiruvanmiyur
16362,2,P2-016362,2020-02-19,Velachery
16363,1,P1-016363,2020-02-19,Kandanchavadi 
16364,2,P2-016364,2020-02-19,Kandanchawadi
16365,2,P2-016365,2020-02-19,kandanchavadi
16366,2,P2-016366,2020-02-19,Perungalathur
16367,1,P1-016367,2020-02-19,navalur
16368,1,P1-016368,2020-02-19,Karapakkam
16369,2,P2-016369,2020-02-19,Perungudi
16370,2,P2-016370,2020-02-19,sholinganallur
16371,2,P2-016371,2020-02-19,Karapakkam
16372,1,P1-016372,2020-02-19,Siruseri
16373,2,P2-016373,2020-02-19,velachery
16374,1,P1-016374,2020-02-19,Sholinganalur
16375,1,P1-016375,2020-02-19,Thiruvanmiyur
16376,1,P1-016376,2020-02-19,Velachery
16377,2,P2-016377,2020-02-19,Thoraipakkam
16378,2,P2-016378,2020-02-19,Perungudi
16379,2,P2-016379,2020-02-19,kandanchavadi
16380,2,P2-016380,2020-02-19,Kandanchavadi
16381,1,P1-016381,2020-02-19,karapakkam
16382,1,P1-016382,2020-02-19,Navalur
16383,1,P1-016383,2020-02-19,Thoraipakam
16384,2,P2-016384,2020-02-19,Perungalathur
16385,2,P2-016385,2020-02-19,Adyar
16386,2,P2-016386,2020-02-19,Velachery
16387,2,P2-016387,2020-02-19,Perumgudi
16388,1,P1-016388,2020-02-19,thoraipakkam
16389,1,P1-016389,2020-02-20,perungudi
16390,2,P2-016390,2020-02-20,taramani
16391,2,P2-016391,2020-02-20,Sholinganalur
16392,1,P1-016392,2020-02-20,Sholinganalur
16393,1,P1-016393,2020-02-20,Adyar
16394,1,P1-016394,2020-02-20,kandanchavadi
16395,2,P2-016395,2020-02-20,Adyar
16396,2,P2-016396,2020-02-20,sholinganallur
16397,1,P1-016397,2020-02-20,taramani
16398,1,P1-016398,2020-02-20,karapakkam
16399,1,P1-016399,2020-02-20,Perumgudi
16400,2,P2-016400,2020-02-20,thiruvanmiyur
16401,2,P2-016401,2020-02-20,Thoraipakam
16402,1,P1-016402,2020-02-20,Adyar
16403,1,P1-016403,2020-02-20,Adyar
16404,2,P2-016404,2020-02-20,Madhavaram
16405,1,P1-016405,2020-02-20,Thoraipakkam
16406,2,P2-016406,2020-02-20,Thoraipakkam
16407,2,P2-016407,2020-02-20,navalur
16408,1,P1-016408,2020-02-20,Kandanchawadi
16409,2,P2-016409,2020-02-20,Thiruvanmiyur
16410,1,P1-016410,2020-02-20,Velacherry
16411,1,P1-016411,2020-02-20,thiruvanmiyur
16412,2,P2-016412,2020-02-20,Kandanchavadi 
16413,1,P1-016413,2020-02-20,Thiruvanmiyur
16414,1,P1-016414,2020-02-20,Navalur
16415,1,P1-016415,2020-02-20,navalur
16416,2,P2-016416,2020-02-20,Perungalathur
16417,1,P1-016417,2020-02-20,Kandanchavadi 
16418,1,P1-016418,2020-02-20,Taramani
16419,1,P1-016419,2020-02-20,Kandanchavadi 
16420,1,P1-016420,2020-02-20,Thoraipakkam
16421,2,P2-016421,2020-02-20,Perungalathur
16422,2,P2-016422,2020-02-20,sholinganallur
16423,1,P1-016423,2020-02-21,Siruseri
16424,1,P1-016424,2020-02-21,kandanchavadi
16425,1,P1-016425,2020-02-21,Perumgudi
16426,2,P2-016426,2020-02-21,Kandanchavadi
16427,2,P2-016427,2020-02-21,Taramani
16428,1,P1-016428,2020-02-21,Kandanchawadi
16429,1,P1-016429,2020-02-21,Taramani
16430,2,P2-016430,2020-02-21,karapakkam
16431,1,P1-016431,2020-02-21,Navalur
16432,1,P1-016432,2020-02-21,Thiruvanmiyur
16433,1,P1-016433,2020-02-21,perungudi
16434,1,P1-016434,2020-02-21,Perungalathur
16435,2,P2-016435,2020-02-21,perungudi
16436,2,P2-016436,2020-02-21,Perungudi
16437,2,P2-016437,2020-02-21,Navalur
16438,1,P1-016438,2020-02-21,sholinganallur
16439,1,P1-016439,2020-02-21,Thoraipakkam OMR
16440,1,P1-016440,2020-02-21,Sholinganalur
16441,1,P1-016441,2020-02-21,navalur
16442,1,P1-016442,2020-02-21,Perungudi.
16443,1,P1-016443,2020-02-21,Karapakkam
16444,2,P2-016444,2020-02-21,kandanchavadi
16445,2,P2-016445,2020-02-21,Kandanchavadi
16446,2,P2-016446,2020-02-21,Velachery
16447,2,P2-016447,2020-02-21,Perungalathur
16448,2,P2-016448,2020-02-21,Thoraipakkam OMR
16449,2,P2-016449,2020-02-21,Madhavaram
16450,1,P1-016450,2020-02-21,Navalur
16451,2,P2-016451,2020-02-21,Siruseri
16452,1,P1-016452,2020-02-21,Sholinganalur
16453,2,P2-016453,2020-02-21,velachery
16454,2,P2-016454,2020-02-21,Velacherry
16455,2,P2-016455,2020-02-21,sholinganallur
16456,2,P2-016456,2020-02-21,Perungalathur
16457,2,P2-016457,2020-02-21,Perungudi
16458,2,P2-016458,2020-02-21,Perumgudi
16459,2,P2-016459,2020-02-21,Velachery
16460,2,P2-016460,2020-02-21,kandanchavadi
16461,1,P1-016461,2020-02-21,Karapakkam
16462,1,P1-016462,2020-02-21,Sholinganalur
16463,1,P1-016463,2020-02-21,navalur
16464,1,P1-016464,2020-02-21,perungudi
16465,2,P2-016465,2020-02-22,Thiruvanmiyur
16466,2,P2-016466,2020-02-22,Thoraipakkam OMR
16467,1,P1-016467,2020-02-22,sholinganallur
16468,2,P2-016468,2020-02-22,Karapakkam
16469,1,P1-016469,2020-02-22,Kandanchawadi
16470,2,P2-016470,2020-02-22,thiruvanmiyur
16471,2,P2-016471,2020-02-22,Navalur
16472,2,P2-016472,2020-02-22,Kandanchawadi
16473,1,P1-016473,2020-02-22,Kandanchavadi
16474,1,P1-016474,2020-02-22,Perungalathur
16475,2,P2-016475,2020-02-22,Navalur
16476,2,P2-016476,2020-02-22,velachery
16477,2,P2-016477,2020-02-22,thiruvanmiyur
16478,2,P2-016478,2020-02-22,Thoraipakkam
16479,1,P1-016479,2020-02-22,Madhavaram
16480,2,P2-016480,2020-02-22,Kandanchavadi
16481,2,P2-016481,2020-02-22,thiruvanmiyur
16482,2,P2-016482,2020-02-22,Perungalathur
16483,2,P2-016483,2020-02-22,Perungalathur
16484,2,P2-016484,2020-02-22,Perungalathur
16485,1,P1-016485,2020-02-22,karapakkam
16486,2,P2-016486,2020-02-22,Thoraipakam
16487,2,P2-016487,2020-02-22,Perungalathur
16488,2,P2-016488,2020-02-22,Perumgudi
16489,2,P2-016489,2020-02-22,Madhavaram
16490,1,P1-016490,2020-02-22,Perungudi.
16491,1,P1-016491,2020-02-22,Kandanchavadi 
16492,1,P1-016492,2020-02-22,Sholinganallur
16493,1,P1-016493,2020-02-22,Navalur
16494,1,P1-016494,2020-02-22,Thoraipakkam
16495,1,P1-016495,2020-02-22,Madhavaram
16496,2,P2-016496,2020-02-22,Thoraipakkam
16497,1,P1-016497,2020-02-22,Adyar
16498,1,P1-016498,2020-02-22,Kandanchavadi
16499,2,P2-016499,2020-02-22,kandanchavadi
16500,1,P1-016500,2020-02-22,Thoraipakam
16501,1,P1-016501,2020-02-22,Perungudi.
16502,1,P1-016502,2020-02-22,Thoraipakkam OMR
16503,2,P2-016503,2020-02-22,Perungalathur
16504,2,P2-016504,2020-02-22,perungudi
16505,2,P2-016505,2020-02-22,Thoraipakkam
16506,1,P1-016506,2020-02-22,Perungudi.
16507,2,P2-016507,2020-02-22,thoraipakkam
16508,2,P2-016508,2020-02-22,Perungalathur
16509,1,P1-016509,2020-02-22,Taramani
16510,2,P2-016510,2020-02-22,thiruvanmiyur
16511,1,P1-016511,2020-02-22,Velacherry
16512,2,P2-016512,2020-02-22,perungudi
16513,2,P2-016513,2020-02-22,Thoraipakkam
16514,1,P1-016514,2020-02-22,Thoraipakkam
16515,2,P2-016515,2020-02-22,taramani
16516,2,P2-016516,2020-02-22,Perumgudi
16517,1,P1-016517,2020-02-22,Madhavaram
16518,2,P2-016518,2020-02-22,Taramani
16519,2,P2-016519,2020-02-22,Velacherry
16520,2,P2-016520,2020-02-22,karapakkam
16521,1,P1-016521,2020-02-22,Siruseri
16522,1,P1-016522,2020-02-22,Madhavaram
16523,1,P1-016523,2020-02-22,Velacherry
16524,2,P2-016524,2020-02-22,thoraipakkam
16525,2,P2-016525,2020-02-22,velachery
16526,2,P2-016526,2020-02-23,taramani
16527,2,P2-016527,2020-02-23,Kandanchavadi
16528,2,P2-016528,2020-02-23,thiruvanmiyur
16529,2,P2-016529,2020-02-23,Navalur
16530,1,P1-016530,2020-02-23,Madhavaram
16531,2,P2-016531,2020-02-23,navalur
16532,1,P1-016532,2020-02-23,Taramani
16533,2,P2-016533,2020-02-23,Navalur
16534,1,P1-016534,2020-02-23,thoraipakkam
16535,2,P2-016535,2020-02-23,Perungudi
16536,2,P2-016536,2020-02-23,Velacherry
16537,2,P2-016537,2020-02-23,Kandanchawadi
16538,2,P2-016538,2020-02-23,Taramani
16539,2,P2-016539,2020-02-23,navalur
16540,1,P1-016540,2020-02-23,Perungudi
16541,2,P2-016541,2020-02-23,velachery
16542,1,P1-016542,2020-02-23,Thoraipakkam OMR
16543,1,P1-016543,2020-02-23,perungudi
16544,1,P1-016544,2020-02-23,Kandanchavadi
16545,1,P1-016545,2020-02-23,Kandanchawadi
16546,1,P1-016546,2020-02-23,Sholinganallur
16547,2,P2-016547,2020-02-23,taramani
16548,2,P2-016548,2020-02-23,Siruseri
16549,1,P1-016549,2020-02-23,navalur
16550,2,P2-016550,2020-02-23,Kandanchavadi 
16551,1,P1-016551,2020-02-23,Thiruvanmiyur
16552,2,P2-016552,2020-02-23,thoraipakkam
16553,1,P1-016553,2020-02-23,kandanchavadi
16554,1,P1-016554,2020-02-23,Karapakkam
16555,2,P2-016555,2020-02-23,Siruseri
16556,2,P2-016556,2020-02-23,Thoraipakam
16557,1,P1-016557,2020-02-23,Karapakkam
16558,1,P1-016558,2020-02-23,Thoraipakkam OMR
16559,2,P2-016559,2020-02-23,Thoraipakam
16560,2,P2-016560,2020-02-23,Taramani
16561,2,P2-016561,2020-02-23,navalur
16562,2,P2-016562,2020-02-23,Madhavaram
16563,1,P1-016563,2020-02-23,Thoraipakkam
16564,1,P1-016564,2020-02-23,thiruvanmiyur
16565,2,P2-016565,2020-02-23,Perungudi
16566,1,P1-016566,2020-02-23,Perungudi.
16567,2,P2-016567,2020-02-23,kandanchavadi
16568,1,P1-016568,2020-02-23,taramani
16569,1,P1-016569,2020-02-23,Perungudi
16570,1,P1-016570,2020-02-23,Kandanchawadi
16571,1,P1-016571,2020-02-23,Taramani
16572,1,P1-016572,2020-02-23,Perumgudi
16573,1,P1-016573,2020-02-23,Perungalathur
16574,1,P1-016574,2020-02-23,Sholinganallur
16575,2,P2-016575,2020-02-23,Siruseri
16576,2,P2-016576,2020-02-23,Sholinganallur
16577,2,P2-016577,2020-02-23,Kandanchavadi 
16578,2,P2-016578,2020-02-23,Velacherry
16579,2,P2-016579,2020-02-23,Karapakkam
16580,1,P1-016580,2020-02-23,Perungudi
16581,2,P2-016581,2020-02-23,Perungudi
16582,1,P1-016582,2020-02-23,thoraipakkam
16583,2,P2-016583,2020-02-23,Taramani
16584,2,P2-016584,2020-02-23,taramani
16585,1,P1-016585,2020-02-23,sholinganallur
